,hour,longitude,latitude,value,h3_8,h3_,h3_10,h3_11,h3_12,h3_9,passengername,phone
1496,5,116.6697,40.3681,14,8831aa8f61fffff,,8a31aa8f6c4ffff,8b31aa8f6c4dfff,8c31aa8f6c4d1ff,8931aa8f6c7ffff,Passenger_1496,13800001496
1497,5,116.482,39.8958,13,8831aa471bfffff,,8a31aa471a27fff,8b31aa471a23fff,8c31aa471a23bff,8931aa471a3ffff,Passenger_1497,13800001497
1498,5,116.4062,39.8718,25,8831aa40d5fffff,,8a31aa40d507fff,8b31aa40d505fff,8c31aa40d505dff,8931aa40d53ffff,Passenger_1498,13800001498
1499,5,116.3929,39.8619,21,8831aa408dfffff,,8a31aa408d0ffff,8b31aa408d0dfff,8c31aa408d0dbff,8931aa408d3ffff,Passenger_1499,13800001499
1500,5,116.6164,40.3493,14,8831aa8811fffff,,8a31aa88104ffff,8b31aa881041fff,8c31aa8810413ff,8931aa88107ffff,Passenger_1500,13800001500
1501,5,116.6044,40.0169,5,8831aa0a35fffff,,8a31aa0a34d7fff,8b31aa0a34d2fff,8c31aa0a34d29ff,8931aa0a34fffff,Passenger_1501,13800001501
1502,5,116.3017,39.8952,5,8831aa430bfffff,,8a31aa430aeffff,8b31aa430aecfff,8c31aa430aec5ff,8931aa430afffff,Passenger_1502,13800001502
1503,5,116.5122,39.8089,5,8831aa45bdfffff,,8a31aa45b897fff,8b31aa45b896fff,8c31aa45b896dff,8931aa45b8bffff,Passenger_1503,13800001503
1504,5,116.4191,40.0125,68,8831aa5711fffff,,8a31aa57114ffff,8b31aa57114dfff,8c31aa5711499ff,8931aa57117ffff,Passenger_1504,13800001504
1505,5,116.5133,39.8355,4,8831aa45d5fffff,,8a31aa45d51ffff,8b31aa45d51cfff,8c31aa45d5113ff,8931aa45d53ffff,Passenger_1505,13800001505
1506,5,116.4478,39.9284,28,8831aa55bdfffff,,8a31aa55bd17fff,8b31aa55bd13fff,8c31aa55bd131ff,8931aa55bd3ffff,Passenger_1506,13800001506
1507,5,116.5732,39.8603,10,8831aa449dfffff,,8a31aa449d07fff,8b31aa449d05fff,8c31aa449d051ff,8931aa449d3ffff,Passenger_1507,13800001507
1508,5,116.237,40.2303,26,8831aad8d7fffff,,8a31aad8d72ffff,8b31aad8d729fff,8c31aad8d729dff,8931aad8d73ffff,Passenger_1508,13800001508
1509,5,116.5946,40.086,6,8831aa1885fffff,,8a31aa1884c7fff,8b31aa1884c6fff,8c31aa1884c67ff,8931aa1884fffff,Passenger_1509,13800001509
1510,5,116.6597,39.9088,5,8831aa723dfffff,,8a31aa723da7fff,8b31aa723da1fff,8c31aa723da19ff,8931aa723dbffff,Passenger_1510,13800001510
1511,5,117.1281,40.1512,26,8831aaadb5fffff,,8a31aaadb52ffff,8b31aaadb576fff,8c31aaadb576dff,8931aaadb53ffff,Passenger_1511,13800001511
1512,5,116.1644,39.7647,18,88318194dbfffff,,8a318194db67fff,8b318194db66fff,8c318194db663ff,89318194db7ffff,Passenger_1512,13800001512
1513,5,116.4505,39.9636,17,8831aa55cbfffff,,8a31aa55ca77fff,8b31aa55ca73fff,8c31aa55ca731ff,8931aa55ca7ffff,Passenger_1513,13800001513
1514,5,116.2369,40.0419,10,8831aac9b7fffff,,8a31aac9b737fff,8b31aac9b730fff,8c31aac9b7355ff,8931aac9b73ffff,Passenger_1514,13800001514
1515,5,116.6585,39.9266,12,8831aa7209fffff,,8a31aa720897fff,8b31aa720895fff,8c31aa7208955ff,8931aa7208bffff,Passenger_1515,13800001515
1516,5,116.6761,39.904,25,8831aa7233fffff,,8a31aa72331ffff,8b31aa72331efff,8c31aa72331edff,8931aa72333ffff,Passenger_1516,13800001516
1517,5,116.2995,39.9427,50,8831aa5183fffff,,8a31aa518347fff,8b31aa518343fff,8c31aa5183435ff,8931aa51837ffff,Passenger_1517,13800001517
1518,5,116.37,39.96,37,8831aa5561fffff,,8a31aa5561affff,8b31aa5561aafff,8c31aa5561aa9ff,8931aa5561bffff,Passenger_1518,13800001518
1519,5,116.6939,39.8804,13,8831aa72a5fffff,,8a31aa72a4f7fff,8b31aa72a4f3fff,8c31aa72a4f3dff,8931aa72a4fffff,Passenger_1519,13800001519
1520,5,116.0229,39.7836,5,8831819747fffff,,8a318197478ffff,8b318197478bfff,8c318197478bbff,8931819747bffff,Passenger_1520,13800001520
1521,5,116.5061,39.7796,9,8831aa7b47fffff,,8a31aa7b465ffff,8b31aa7b464afff,8c31aa7b464a5ff,8931aa7b467ffff,Passenger_1521,13800001521
1522,5,116.4313,39.9773,18,8831aa5421fffff,,8a31aa54211ffff,8b31aa542118fff,8c31aa5421183ff,8931aa54213ffff,Passenger_1522,13800001522
1523,5,116.4442,39.8378,4,8831aa450dfffff,,8a31aa450c9ffff,8b31aa450534fff,8c31aa450c9a7ff,8931aa45053ffff,Passenger_1523,13800001523
1524,5,116.5241,39.9226,14,8831aa4611fffff,,8a31aa4610a7fff,8b31aa4610a5fff,8c31aa4610a53ff,8931aa4610bffff,Passenger_1524,13800001524
1525,5,116.7109,39.8447,8,8831aa70abfffff,,8a31aa70ab2ffff,8b31aa70ab2dfff,8c31aa70ab2d3ff,8931aa70ab3ffff,Passenger_1525,13800001525
1526,5,116.6673,40.3189,6,8831aa8d6dfffff,,8a31aa8d6d0ffff,8b31aa8d6d08fff,8c31aa8d6d083ff,8931aa8d6d3ffff,Passenger_1526,13800001526
1527,5,116.2672,40.0807,4,8831aac8a1fffff,,8a31aac8a027fff,8b31aac8a022fff,8c31aac8a0227ff,8931aac8a03ffff,Passenger_1527,13800001527
1528,5,116.6759,39.8761,16,8831aa700bfffff,,8a31aa700a6ffff,8b31aa700a6bfff,8c31aa700a6b1ff,8931aa700a7ffff,Passenger_1528,13800001528
1529,5,116.3906,39.9532,9,8831aa5505fffff,,8a31aa55045ffff,8b31aa55045efff,8c31aa55045e5ff,8931aa55047ffff,Passenger_1529,13800001529
1530,5,116.4178,39.9758,4,8831aa5553fffff,,8a31aa55530ffff,8b31aa555309fff,8c31aa555309bff,8931aa55537ffff,Passenger_1530,13800001530
1531,5,116.3383,40.037,13,8831aa5289fffff,,8a31aa528827fff,8b31aa52890bfff,8c31aa52890b7ff,8931aa52893ffff,Passenger_1531,13800001531
1532,5,116.2302,39.9606,5,8831aa510dfffff,,8a31aa510ccffff,8b31aa510cc8fff,8c31aa510cc89ff,8931aa510cfffff,Passenger_1532,13800001532
1533,5,116.7179,40.3317,12,8831aa8d5bfffff,,8a31aa8d5a9ffff,8b31aa8d5a9bfff,8c31aa8d5a9b3ff,8931aa8d533ffff,Passenger_1533,13800001533
1534,5,116.4406,39.9457,18,8831aa558dfffff,,8a31aa558d1ffff,8b31aa558d1dfff,8c31aa558d1d7ff,8931aa558d3ffff,Passenger_1534,13800001534
1535,5,116.4519,39.8517,13,8831aa4543fffff,,8a31aa454287fff,8b31aa4542aafff,8c31aa4542aa5ff,8931aa4542bffff,Passenger_1535,13800001535
1536,5,116.3535,39.8535,4,8831aa4031fffff,,8a31aa403727fff,8b31aa403726fff,8c31aa4037261ff,8931aa40373ffff,Passenger_1536,13800001536
1537,5,116.5848,39.9356,6,8831aa09e7fffff,,8a31aa09e707fff,8b31aa09e705fff,8c31aa09e705dff,8931aa09e73ffff,Passenger_1537,13800001537
1538,5,116.6726,40.1146,12,8831aa033bfffff,,8a31aa033a6ffff,8b31aa033a6afff,8c31aa033a6a1ff,8931aa033a7ffff,Passenger_1538,13800001538
1539,5,116.5941,39.8855,5,8831aa7363fffff,,8a31aa736217fff,8b31aa736212fff,8c31aa7362129ff,8931aa73623ffff,Passenger_1539,13800001539
1540,5,116.3122,39.9878,20,8831aa5017fffff,,8a31aa50175ffff,8b31aa50175afff,8c31aa50175a7ff,8931aa50177ffff,Passenger_1540,13800001540
1541,6,116.4479,40.0346,12,8831aa5607fffff,,8a31aa5639b7fff,8b31aa5639b0fff,8c31aa5639b01ff,8931aa5639bffff,Passenger_1541,13800001541
1542,6,116.4734,39.9877,12,8831aa5417fffff,,8a31aa54174ffff,8b31aa54174dfff,8c31aa54174dbff,8931aa54177ffff,Passenger_1542,13800001542
1543,6,116.6444,40.1395,6,8831aa0347fffff,,8a31aa03472ffff,8b31aa03472afff,8c31aa03472a9ff,8931aa03473ffff,Passenger_1543,13800001543
1544,6,116.8715,40.3766,14,8831aabb51fffff,,8a31aabb50cffff,8b31aabb50cefff,8c31aabb50ce1ff,8931aabb50fffff,Passenger_1544,13800001544
1545,6,116.332,39.9731,41,8831aa5085fffff,,8a31aa5085affff,8b31aa5085adfff,8c31aa5085ad1ff,8931aa50853ffff,Passenger_1545,13800001545
1546,6,116.395,39.9312,17,8831aa42cbfffff,,8a31aa42cb1ffff,8b31aa42cb1efff,8c31aa42cb1e7ff,8931aa42cb3ffff,Passenger_1546,13800001546
1547,6,116.2598,39.8732,18,8831aa58d3fffff,,8a31aa58d387fff,8b31aa58d384fff,8c31aa58d384bff,8931aa58d3bffff,Passenger_1547,13800001547
1548,6,116.6728,40.3694,21,8831aa8f69fffff,,8a31aa8f68d7fff,8b31aa8f68d3fff,8c31aa8f68d33ff,8931aa8f68fffff,Passenger_1548,13800001548
1549,6,116.3156,40.0152,9,8831aa52adfffff,,8a31aa52ad1ffff,8b31aa52ad18fff,8c31aa52ad18bff,8931aa52ad3ffff,Passenger_1549,13800001549
1550,6,116.5455,40.0979,5,8831aa183dfffff,,8a31aa183d17fff,8b31aa183d12fff,8c31aa183d121ff,8931aa183d3ffff,Passenger_1550,13800001550
1551,6,116.2496,40.0521,6,8831aac9bbfffff,,8a31aac9ba67fff,8b31aac9ba61fff,8c31aac9ba61dff,8931aac9ba7ffff,Passenger_1551,13800001551
1552,6,116.6475,39.8858,6,8831aa7045fffff,,8a31aa704507fff,8b31aa704500fff,8c31aa7045003ff,8931aa70453ffff,Passenger_1552,13800001552
1553,6,116.4591,39.8753,18,8831aa4731fffff,,8a31aa473107fff,8b31aa473103fff,8c31aa4731037ff,8931aa47313ffff,Passenger_1553,13800001553
1554,6,116.3642,39.9249,37,8831aa4211fffff,,8a31aa42118ffff,8b31aa42118afff,8c31aa42118a9ff,8931aa4211bffff,Passenger_1554,13800001554
1555,6,116.2565,39.9044,22,8831aa5a95fffff,,8a31aa5a9447fff,8b31aa5a9446fff,8c31aa5a94465ff,8931aa5a947ffff,Passenger_1555,13800001555
1556,6,116.6475,40.1255,8,8831aa0305fffff,,8a31aa030567fff,8b31aa030560fff,8c31aa0305601ff,8931aa03057ffff,Passenger_1556,13800001556
1557,6,116.347,39.9823,33,8831aa508bfffff,,8a31aa508a37fff,8b31aa508ba9fff,8c31aa508ba93ff,8931aa508bbffff,Passenger_1557,13800001557
1558,6,116.3514,39.8939,14,8831aa405dfffff,,8a31aa405c37fff,8b31aa405c32fff,8c31aa405c32dff,8931aa405c3ffff,Passenger_1558,13800001558
1559,6,116.6436,40.1513,8,8831aa0349fffff,,8a31aa034807fff,8b31aa034806fff,8c31aa034806dff,8931aa03483ffff,Passenger_1559,13800001559
1560,6,116.2631,39.9304,29,8831aa5adbfffff,,8a31aa5ada5ffff,8b31aa5ada5cfff,8c31aa5ada5c7ff,8931aa5ada7ffff,Passenger_1560,13800001560
1561,6,117.1255,40.1505,6,8831aaadb5fffff,,8a31aaadb517fff,8b31aaadb514fff,8c31aaadb5141ff,8931aaadb53ffff,Passenger_1561,13800001561
1562,6,116.4596,39.8589,8,8831aa455dfffff,,8a31aa455c37fff,8b31aa455c30fff,8c31aa455c307ff,8931aa455c3ffff,Passenger_1562,13800001562
1563,6,116.3349,39.9142,9,8831aa422bfffff,,8a31aa422baffff,8b31aa422ba9fff,8c31aa422ba9dff,8931aa422bbffff,Passenger_1563,13800001563
1564,6,116.427,39.7958,6,8831aa4e17fffff,,8a31aa4e16c7fff,8b31aa4e16c0fff,8c31aa4e16c0dff,8931aa4e16fffff,Passenger_1564,13800001564
1565,6,117.1307,40.1607,6,8831aaadb9fffff,,8a31aaadb9b7fff,8b31aaadb9b0fff,8c31aaadb9b03ff,8931aaadb9bffff,Passenger_1565,13800001565
1566,6,116.6926,40.3045,8,8831aa8d2bfffff,,8a31aa8d2b47fff,8b31aa8d2b44fff,8c31aa8d2b447ff,8931aa8d2b7ffff,Passenger_1566,13800001566
1567,6,116.6178,40.2686,4,8831aa135bfffff,,8a31aa135a0ffff,8b31aa135a72fff,8c31aa135a725ff,8931aa135a7ffff,Passenger_1567,13800001567
1568,6,116.8363,40.1592,6,8831aa066dfffff,,8a31aa066c5ffff,8b31aa066c5afff,8c31aa066c5a3ff,8931aa066c7ffff,Passenger_1568,13800001568
1569,6,116.5736,40.0553,29,8831aa1997fffff,,8a31aa199777fff,8b31aa199774fff,8c31aa1997747ff,8931aa19977ffff,Passenger_1569,13800001569
1570,6,116.7661,39.8431,4,8831aa7547fffff,,8a31aa7509b7fff,8b31aa7509b2fff,8c31aa7509b21ff,8931aa7509bffff,Passenger_1570,13800001570
1571,6,116.6402,40.3714,12,8831aa8abdfffff,,8a31aa8abd37fff,8b31aa8abd31fff,8c31aa8abd319ff,8931aa8abd3ffff,Passenger_1571,13800001571
1572,6,116.4875,39.9955,26,8831aa54cdfffff,,8a31aa54cc67fff,8b31aa54cc62fff,8c31aa54cc621ff,8931aa54cc7ffff,Passenger_1572,13800001572
1573,6,115.9896,39.9677,5,88318521dbfffff,,8a318521db8ffff,8b318521db8dfff,8c318521db8dbff,89318521dbbffff,Passenger_1573,13800001573
1574,6,116.4151,39.7907,4,8831aa4e31fffff,,8a31aa4e3a97fff,8b31aa4e3a94fff,8c31aa4e3a94dff,8931aa4e3abffff,Passenger_1574,13800001574
1575,6,116.5178,39.9123,13,8831aa463bfffff,,8a31aa463a37fff,8b31aa463a35fff,8c31aa463a355ff,8931aa463a3ffff,Passenger_1575,13800001575
1576,6,116.3559,39.7336,5,8831aa4d43fffff,,8a31aa4d42effff,8b31aa4d42ebfff,8c31aa4d42ebbff,8931aa4d42fffff,Passenger_1576,13800001576
1577,6,116.7052,39.8595,17,8831aa70ebfffff,,8a31aa70ea67fff,8b31aa70ea66fff,8c31aa70ea66bff,8931aa70ea7ffff,Passenger_1577,13800001577
1578,6,116.5042,39.9669,6,8831aa5487fffff,,8a31aa54865ffff,8b31aa548658fff,8c31aa5486589ff,8931aa54867ffff,Passenger_1578,13800001578
1579,6,116.5181,40.019,4,8831aa5697fffff,,8a31aa569787fff,8b31aa569780fff,8c31aa5697809ff,8931aa5697bffff,Passenger_1579,13800001579
1580,6,116.316,40.0743,12,8831aacd67fffff,,8a31aacd6747fff,8b31aacd6743fff,8c31aacd67433ff,8931aacd677ffff,Passenger_1580,13800001580
1581,6,116.6012,40.0905,9,8831aa1881fffff,,8a31aa1880d7fff,8b31aa1880d4fff,8c31aa1880d41ff,8931aa1880fffff,Passenger_1581,13800001581
1582,6,116.2261,39.9172,10,8831aa5aebfffff,,8a31aa5aeb6ffff,8b31aa5aeb6bfff,8c31aa5aeb6b7ff,8931aa5aeb7ffff,Passenger_1582,13800001582
1583,6,116.6853,40.1245,8,8831aa0313fffff,,8a31aa031277fff,8b31aa031274fff,8c31aa0312747ff,8931aa03127ffff,Passenger_1583,13800001583
1584,6,116.4198,40.0667,4,8831aacd9bfffff,,8a31aacd9a37fff,8b31aacd9a31fff,8c31aacd9a31bff,8931aacd9a3ffff,Passenger_1584,13800001584
1585,6,116.6277,40.148,14,8831aa1a9bfffff,,8a31aa1a9a17fff,8b31aa1a9a12fff,8c31aa1a9a121ff,8931aa1a9abffff,Passenger_1585,13800001585
1586,6,117.1025,40.1516,6,8831aaada5fffff,,8a31aaada537fff,8b31aaada536fff,8c31aaada5361ff,8931aaada53ffff,Passenger_1586,13800001586
1587,6,116.3713,39.9648,52,8831aa5569fffff,,8a31aa5568affff,8b31aa5568abfff,8c31aa5568ab9ff,8931aa5568bffff,Passenger_1587,13800001587
1588,6,116.3451,39.9403,18,8831aa4243fffff,,8a31aa424277fff,8b31aa424272fff,8c31aa424272bff,8931aa42427ffff,Passenger_1588,13800001588
1589,6,116.6684,40.2185,8,8831aa1017fffff,,8a31aa101697fff,8b31aa101690fff,8c31aa1016903ff,8931aa1016bffff,Passenger_1589,13800001589
1590,6,116.3261,39.9297,4,8831aa426bfffff,,8a31aa426aa7fff,8b31aa426aa4fff,8c31aa426aa49ff,8931aa426bbffff,Passenger_1590,13800001590
1591,6,116.2813,40.0092,17,8831aa5041fffff,,8a31aa5040cffff,8b31aa5040cdfff,8c31aa5040cd1ff,8931aa5040fffff,Passenger_1591,13800001591
1592,6,116.6849,40.1108,6,8831aa0061fffff,,8a31aa006157fff,8b31aa006150fff,8c31aa0061507ff,8931aa00617ffff,Passenger_1592,13800001592
1593,6,116.467,39.964,12,8831aa55dbfffff,,8a31aa55dbb7fff,8b31aa55dbb5fff,8c31aa55dbb53ff,8931aa55dbbffff,Passenger_1593,13800001593
1594,6,116.2917,39.8828,16,8831aa4307fffff,,8a31aa4306affff,8b31aa4306a8fff,8c31aa4306a85ff,8931aa4306bffff,Passenger_1594,13800001594
1595,6,116.4975,39.8119,9,8831aa45a9fffff,,8a31aa45a84ffff,8b31aa45a848fff,8c31aa45a8489ff,8931aa45a87ffff,Passenger_1595,13800001595
1596,6,116.4432,40.0435,9,8831aa5601fffff,,8a31aa560017fff,8b31aa560010fff,8c31aa5600109ff,8931aa56003ffff,Passenger_1596,13800001596
1597,6,116.4012,39.9602,14,8831aa550bfffff,,8a31aa550327fff,8b31aa550326fff,8c31aa5503261ff,8931aa55033ffff,Passenger_1597,13800001597
1598,6,116.6734,39.9172,4,8831aa7215fffff,,8a31aa721587fff,8b31aa721586fff,8c31aa721586dff,8931aa7215bffff,Passenger_1598,13800001598
1599,6,116.8565,40.3724,24,8831aabb09fffff,,8a31aabb0947fff,8b31aabb0946fff,8c31aabb09469ff,8931aabb097ffff,Passenger_1599,13800001599
1600,6,116.4748,40.0489,10,8831aa561bfffff,,8a31aa561a07fff,8b31aa561a05fff,8c31aa561a053ff,8931aa561a3ffff,Passenger_1600,13800001600
1601,6,116.2952,39.7025,4,883181b241fffff,,8a3181b240e7fff,8b3181b240e2fff,8c3181b240e25ff,893181b240fffff,Passenger_1601,13800001601
1602,6,116.5947,39.7748,16,8831aa7aadfffff,,8a31aa7aad47fff,8b31aa7aad46fff,8c31aa7aad469ff,8931aa7aad7ffff,Passenger_1602,13800001602
1603,6,116.642,40.1169,29,8831aa0329fffff,,8a31aa03284ffff,8b31aa03284efff,8c31aa03284e9ff,8931aa03287ffff,Passenger_1603,13800001603
1604,6,116.4154,39.9683,22,8831aa5519fffff,,8a31aa551917fff,8b31aa551910fff,8c31aa5519109ff,8931aa55193ffff,Passenger_1604,13800001604
1605,6,116.425,39.9118,34,8831aa429bfffff,,8a31aa429b9ffff,8b31aa429b9dfff,8c31aa429b9d7ff,8931aa429bbffff,Passenger_1605,13800001605
1606,6,116.3997,39.8864,14,8831aa42b5fffff,,8a31aa42b42ffff,8b31aa42b42afff,8c31aa42b42a3ff,8931aa42b43ffff,Passenger_1606,13800001606
1607,6,116.7002,39.9025,26,8831aa72e3fffff,,8a31aa72e207fff,8b31aa72e204fff,8c31aa72e2045ff,8931aa72e23ffff,Passenger_1607,13800001607
1608,6,116.4274,39.9952,10,8831aa5461fffff,,8a31aa54614ffff,8b31aa546149fff,8c31aa546149dff,8931aa54617ffff,Passenger_1608,13800001608
1609,6,116.3894,39.9887,41,8831aa5735fffff,,8a31aa5735b7fff,8b31aa5735b0fff,8c31aa5735b07ff,8931aa5735bffff,Passenger_1609,13800001609
1610,6,116.3434,40.0973,8,8831aacd5dfffff,,8a31aacd5ce7fff,8b31aacd5ce6fff,8c31aacd5ce67ff,8931aacd5cfffff,Passenger_1610,13800001610
1611,6,115.9924,39.7266,5,88318190b1fffff,,8a318190b167fff,8b318190b163fff,8c318190b163bff,89318190b17ffff,Passenger_1611,13800001611
1612,6,116.3191,39.7529,21,8831aa48d3fffff,,8a31aa48d387fff,8b31aa48d380fff,8c31aa48d380bff,8931aa48d3bffff,Passenger_1612,13800001612
1613,6,116.6462,39.8987,26,8831aa7227fffff,,8a31aa7227affff,8b31aa7227a9fff,8c31aa7227a93ff,8931aa7227bffff,Passenger_1613,13800001613
1614,6,116.3444,39.8572,6,8831aa403dfffff,,8a31aa403c97fff,8b31aa403c95fff,8c31aa403c959ff,8931aa403cbffff,Passenger_1614,13800001614
1615,6,116.3591,39.9844,32,8831aa50d7fffff,,8a31aa5099b7fff,8b31aa5099b0fff,8c31aa5099b0dff,8931aa5099bffff,Passenger_1615,13800001615
1616,6,116.4606,39.9394,49,8831aa5583fffff,,8a31aa558247fff,8b31aa558245fff,8c31aa5582453ff,8931aa55827ffff,Passenger_1616,13800001616
1617,6,116.6427,40.3092,10,8831aa88b5fffff,,8a31aa88b58ffff,8b31aa88b58bfff,8c31aa88b58b1ff,8931aa88b5bffff,Passenger_1617,13800001617
1618,6,116.8473,40.3928,42,8831aa85a3fffff,,8a31aa85a2e7fff,8b31aa85a2e2fff,8c31aa85a2e2bff,8931aa85a2fffff,Passenger_1618,13800001618
1619,6,116.3538,40.0709,13,8831aacd3bfffff,,8a31aacd3b67fff,8b31aacd3b64fff,8c31aacd3b641ff,8931aacd14fffff,Passenger_1619,13800001619
1620,6,116.708,39.8778,20,8831aa70c9fffff,,8a31aa70c837fff,8b31aa70c833fff,8c31aa70c833dff,8931aa70c83ffff,Passenger_1620,13800001620
1621,6,116.3576,39.9065,20,8831aa4233fffff,,8a31aa4233affff,8b31aa4233aafff,8c31aa4233aabff,8931aa4233bffff,Passenger_1621,13800001621
1622,6,116.3438,40.0769,5,8831aacd03fffff,,8a31aacd0207fff,8b31aacd0200fff,8c31aacd02001ff,8931aacd023ffff,Passenger_1622,13800001622
1623,6,116.3459,39.7474,24,8831aa4d49fffff,,8a31aa4d4957fff,8b31aa4d4954fff,8c31aa4d49093ff,8931aa4d497ffff,Passenger_1623,13800001623
1624,6,116.7106,39.8873,29,8831aa72a3fffff,,8a31aa72a347fff,8b31aa72a342fff,8c31aa72a342bff,8931aa72a37ffff,Passenger_1624,13800001624
1625,6,115.983,40.4548,6,883185b547fffff,,8a3185b5444ffff,8b3185b5444bfff,8c3185b5444bdff,893185b5447ffff,Passenger_1625,13800001625
1626,6,116.4903,39.7895,22,8831aa7b4dfffff,,8a31aa7b4d97fff,8b31aa7b4d91fff,8c31aa7b4d915ff,8931aa7b4dbffff,Passenger_1626,13800001626
1627,6,116.4526,39.8982,24,8831aa4709fffff,,8a31aa47082ffff,8b31aa47082bfff,8c31aa47082bbff,8931aa47083ffff,Passenger_1627,13800001627
1628,6,116.3916,39.864,37,8831aa40c7fffff,,8a31aa40c68ffff,8b31aa40c689fff,8c31aa40c689dff,8931aa40c6bffff,Passenger_1628,13800001628
1629,6,116.2739,40.1329,6,8831aacaabfffff,,8a31aacaaadffff,8b31aacaaad9fff,8c31aacaaad99ff,8931aacaaafffff,Passenger_1629,13800001629
1630,6,115.8713,39.6446,10,88318198c9fffff,,8a318198c8a7fff,8b318198c8a5fff,8c318198c8a53ff,89318198c8bffff,Passenger_1630,13800001630
1631,6,116.248,39.8413,5,8831aa58b1fffff,,8a31aa58b037fff,8b31aa58b032fff,8c31aa58b0367ff,8931aa58b03ffff,Passenger_1631,13800001631
1632,6,116.3279,39.9008,17,8831aa4227fffff,,8a31aa42278ffff,8b31aa42278bfff,8c31aa42278b9ff,8931aa4227bffff,Passenger_1632,13800001632
1633,6,116.3037,39.8486,13,8831aa410bfffff,,8a31aa410b77fff,8b31aa410b75fff,8c31aa410b753ff,8931aa410b7ffff,Passenger_1633,13800001633
1634,6,116.3,39.9299,25,8831aa51b1fffff,,8a31aa51b167fff,8b31aa51b164fff,8c31aa51b1641ff,8931aa51b8fffff,Passenger_1634,13800001634
1635,6,116.3441,40.0319,18,8831aa528bfffff,,8a31aa528aa7fff,8b31aa528aa5fff,8c31aa528aa51ff,8931aa528abffff,Passenger_1635,13800001635
1636,6,116.5196,39.9273,41,8831aa461dfffff,,8a31aa461c2ffff,8b31aa461c2dfff,8c31aa461c2d3ff,8931aa461d7ffff,Passenger_1636,13800001636
1637,6,116.5188,39.7389,9,8831aa795dfffff,,8a31aa795c07fff,8b31aa795c06fff,8c31aa795c061ff,8931aa795c3ffff,Passenger_1637,13800001637
1638,6,116.3115,39.8822,4,8831aa433bfffff,,8a31aa433b4ffff,8b31aa433b6bfff,8c31aa433b6b7ff,8931aa433b7ffff,Passenger_1638,13800001638
1639,6,116.2562,39.985,13,8831aa515bfffff,,8a31aa515b07fff,8b31aa515b00fff,8c31aa515b003ff,8931aa515b3ffff,Passenger_1639,13800001639
1640,6,116.4308,39.9834,28,8831aa5429fffff,,8a31aa542837fff,8b31aa542832fff,8c31aa542832bff,8931aa54283ffff,Passenger_1640,13800001640
1641,6,116.4343,39.8457,22,8831aa4569fffff,,8a31aa45685ffff,8b31aa456858fff,8c31aa4568581ff,8931aa45687ffff,Passenger_1641,13800001641
1642,6,116.5148,39.7696,10,8831aa7b03fffff,,8a31aa7b03a7fff,8b31aa7b03a5fff,8c31aa7b03a5dff,8931aa7b03bffff,Passenger_1642,13800001642
1643,6,116.5273,39.7877,9,8831aa7b51fffff,,8a31aa7b5047fff,8b31aa7b5071fff,8c31aa7b50713ff,8931aa7b507ffff,Passenger_1643,13800001643
1644,6,116.8378,40.3778,37,8831aabb45fffff,,8a31aabb4537fff,8b31aabb4531fff,8c31aabb45311ff,8931aabb453ffff,Passenger_1644,13800001644
1645,6,116.1565,39.7238,34,88318194bbfffff,,8a318194b327fff,8b318194b325fff,8c318194b325bff,89318194b33ffff,Passenger_1645,13800001645
1646,6,116.4923,39.9682,6,8831aa5485fffff,,8a31aa5484affff,8b31aa5484abfff,8c31aa5484ab5ff,8931aa5484bffff,Passenger_1646,13800001646
1647,6,116.7076,40.1044,12,8831aa0007fffff,,8a31aa000777fff,8b31aa000776fff,8c31aa0007763ff,8931aa00077ffff,Passenger_1647,13800001647
1648,6,116.286,40.0306,26,8831aa523dfffff,,8a31aa523c0ffff,8b31aa523c0efff,8c31aa523c0a9ff,8931aa523c3ffff,Passenger_1648,13800001648
1649,6,116.3818,40.0068,20,8831aa5705fffff,,8a31aa5705a7fff,8b31aa5705a6fff,8c31aa5705a0dff,8931aa5705bffff,Passenger_1649,13800001649
1650,6,116.3762,39.9982,9,8831aa5729fffff,,8a31aa572887fff,8b31aa572883fff,8c31aa572883bff,8931aa5728bffff,Passenger_1650,13800001650
1651,6,116.1868,39.9001,10,8831aa584bfffff,,8a31aa584b77fff,8b31aa584b73fff,8c31aa584b735ff,8931aa584b7ffff,Passenger_1651,13800001651
1652,6,116.8443,40.4051,8,8831aa85abfffff,,8a31aa85ab27fff,8b31aa85ab26fff,8c31aa85ab267ff,8931aa85ab3ffff,Passenger_1652,13800001652
1653,6,116.1536,39.7573,4,88318194d1fffff,,8a318194d1affff,8b318194d1a9fff,8c318194d1a99ff,89318194d1bffff,Passenger_1653,13800001653
1654,6,116.3564,40.0362,4,8831aa52d7fffff,,8a31aa52d65ffff,8b31aa52d65afff,8c31aa52d65a7ff,8931aa52d67ffff,Passenger_1654,13800001654
1655,6,116.5574,40.1419,4,8831aa1a33fffff,,8a31aa1a339ffff,8b31aa1a3391fff,8c31aa1a33913ff,8931aa1a33bffff,Passenger_1655,13800001655
1656,6,116.2522,39.9159,9,8831aa5ad7fffff,,8a31aa5ad68ffff,8b31aa5ad68bfff,8c31aa5ad68b7ff,8931aa5ad6bffff,Passenger_1656,13800001656
1657,6,116.4627,39.8108,16,8831aa4eddfffff,,8a31aa4edd2ffff,8b31aa4edd2efff,8c31aa4edd2ebff,8931aa4edd3ffff,Passenger_1657,13800001657
