,hour,longitude,latitude,value,h3_8,h3_9,h3_10,h3_11,h3_12,h3_,passengername,phone
586,1,116.4787,39.9819,57,8831aa54e9fffff,8931aa54e83ffff,8a31aa54e80ffff,8b31aa54e80bfff,8c31aa54e80b5ff,8031fffffffffff,,13800010586
587,1,116.3353,39.9738,57,8831aa5085fffff,8931aa50857ffff,8a31aa508557fff,8b31aa508551fff,8c31aa5085511ff,8031fffffffffff,,13800010587
588,1,116.3598,39.9257,57,8831aa421dfffff,8931aa421cfffff,8a31aa421cc7fff,8b31aa421cc4fff,8c31aa421cc45ff,8031fffffffffff,,13800010588
589,1,116.4484,39.9769,57,8831aa543dfffff,8931aa543cfffff,8a31aa543ce7fff,8b31aa543ce0fff,8c31aa543ce0dff,8031fffffffffff,,13800010589
590,1,116.4702,39.9438,56,8831aa5591fffff,8931aa55913ffff,8a31aa559107fff,8b31aa559106fff,8c31aa5591061ff,8031fffffffffff,,13800010590
591,1,104.0707,30.6453,56,8840e3cecbfffff,8940e3cecabffff,8a40e3cecaa7fff,8b40e3cecaa1fff,8c40e3cecaa1dff,8041fffffffffff,,13800010591
592,1,116.3687,39.9598,56,8831aa5561fffff,8931aa5561bffff,8a31aa5561b7fff,8b31aa5561b1fff,8c31aa5561b13ff,8031fffffffffff,,13800010592
593,1,116.3507,39.9749,56,8831aa5083fffff,8931aa50827ffff,8a31aa508277fff,8b31aa508274fff,8c31aa5082745ff,8031fffffffffff,,13800010593
594,1,116.3626,39.9321,55,8831aa4219fffff,8931aa4219bffff,8a31aa42199ffff,8b31aa421991fff,8c31aa42199cdff,8031fffffffffff,,13800010594
595,1,116.3665,39.9028,55,8831aa42e5fffff,8931aa42e43ffff,8a31aa42e417fff,8b31aa42e410fff,8c31aa42e410dff,8031fffffffffff,,13800010595
596,1,116.4909,40.002,55,8831aa54c9fffff,8931aa54c93ffff,8a31aa54c907fff,8b31aa54c900fff,8c31aa54c9003ff,8031fffffffffff,,13800010596
597,1,116.4763,39.8888,55,8831aa4711fffff,8931aa4710fffff,8a31aa4710effff,8b31aa4710ecfff,8c31aa4710ecdff,8031fffffffffff,,13800010597
598,1,116.4705,39.8805,55,8831aa473bfffff,8931aa473b7ffff,8a31aa473b4ffff,8b31aa473b4cfff,8c31aa473b4c3ff,8031fffffffffff,,13800010598
599,1,116.5251,40.017,55,8831aa0b69fffff,8931aa0b69bffff,8a31aa0b69b7fff,8b31aa0b69b5fff,8c31aa0b69b53ff,8031fffffffffff,,13800010599
600,1,116.3702,39.9516,54,8831aa5567fffff,8931aa5567bffff,8a31aa55678ffff,8b31aa55678afff,8c31aa55678adff,8031fffffffffff,,13800010600
601,1,106.3902,39.0149,54,8824c0c49bfffff,8924c0c49bbffff,8a24c0c49ba7fff,8b24c0c49ba2fff,8c24c0c49ba27ff,8025fffffffffff,,13800010601
602,1,116.347,39.9933,54,8831aa50ddfffff,8931aa50dcbffff,8a31aa50dc8ffff,8b31aa50dc8bfff,8c31aa50dc8b9ff,8031fffffffffff,,13800010602
603,1,114.5338,38.0589,54,88319c9153fffff,89319c91523ffff,8a319c915227fff,8b319c915225fff,8c319c915225dff,8031fffffffffff,,13800010603
604,1,116.3207,39.9772,53,8831aa50e1fffff,8931aa50e07ffff,8a31aa50e077fff,8b31aa50e073fff,8c31aa50e0739ff,8031fffffffffff,,13800010604
605,1,118.8739,32.1167,53,8830911a91fffff,8930911a917ffff,8a30911a915ffff,8b30911a9159fff,8c30911a9159dff,8031fffffffffff,,13800010605
606,1,116.3133,39.9324,53,8831aa5197fffff,8931aa5196fffff,8a31aa5196d7fff,8b31aa5196d3fff,8c31aa5196d39ff,8031fffffffffff,,13800010606
607,1,124.3898,43.1773,53,88310999e7fffff,89310999e77ffff,8a310999e747fff,8b310999e741fff,8c310999e7419ff,8031fffffffffff,,13800010607
608,1,116.3983,39.9784,52,8831aa555dfffff,8931aa555dbffff,8a31aa555d87fff,8b31aa555d82fff,8c31aa555d821ff,8031fffffffffff,,13800010608
609,1,116.3565,39.9938,52,8831aa50d1fffff,8931aa50d03ffff,8a31aa50d00ffff,8b31aa50d00cfff,8c31aa50d00c1ff,8031fffffffffff,,13800010609
610,1,116.4983,39.9124,52,8831aa462bfffff,8931aa462a7ffff,8a31aa462a77fff,8b31aa462a70fff,8c31aa462a755ff,8031fffffffffff,,13800010610
611,1,130.2775,47.3409,52,88149cae85fffff,89149cae87bffff,8a149cae845ffff,8b149cae87a6fff,8c149cae87a6dff,8015fffffffffff,,13800010611
612,1,116.3669,39.9154,52,8831aa4217fffff,8931aa4216fffff,8a31aa4216d7fff,8b31aa4216d4fff,8c31aa4216d49ff,8031fffffffffff,,13800010612
613,1,117.2349,34.2273,52,8830b02d29fffff,8930b02d283ffff,8a30b02d2817fff,8b30b02d2813fff,8c30b02d281edff,8031fffffffffff,,13800010613
614,1,116.4195,39.9917,52,8831aa5461fffff,8931aa54657ffff,8a31aa54656ffff,8b31aa54656cfff,8c31aa54656c1ff,8031fffffffffff,,13800010614
615,1,116.4532,39.936,52,8831aa5587fffff,8931aa5582bffff,8a31aa558297fff,8b31aa558296fff,8c31aa558296dff,8031fffffffffff,,13800010615
616,1,116.3271,39.9664,51,8831aa50a9fffff,8931aa50a83ffff,8a31aa50a81ffff,8b31aa50a819fff,8c31aa50a8199ff,8031fffffffffff,,13800010616
617,1,121.4212,31.3087,51,8830995a0bfffff,8930995a087ffff,8a30995a084ffff,8b30995a084dfff,8c30995a084d1ff,8031fffffffffff,,13800010617
618,1,116.5743,40.0333,51,8831aa0b5bfffff,8931aa0b5b3ffff,8a31aa0b5b77fff,8b31aa0b5b76fff,8c31aa0b5b769ff,8031fffffffffff,,13800010618
619,1,116.3012,39.9977,51,8831aa501dfffff,8931aa501c3ffff,8a31aa501d1ffff,8b31aa501d1bfff,8c31aa501d1b7ff,8031fffffffffff,,13800010619
620,1,116.3178,39.8903,51,8831aa4311fffff,8931aa4310fffff,8a31aa4310effff,8b31aa4310edfff,8c31aa4310ed3ff,8031fffffffffff,,13800010620
621,1,106.6471,29.7238,51,88401979a5fffff,89401979a43ffff,8a401979a417fff,8b401979a41efff,8c401979a41edff,8041fffffffffff,,13800010621
622,1,116.5003,40.0148,51,8831aa56bdfffff,8931aa56bd7ffff,8a31aa56bd77fff,8b31aa56bd75fff,8c31aa56bd753ff,8031fffffffffff,,13800010622
623,1,116.356,39.909,50,8831aa4231fffff,8931aa42307ffff,8a31aa42306ffff,8b31aa42306efff,8c31aa42306e5ff,8031fffffffffff,,13800010623
624,1,106.4578,29.545,50,8840197531fffff,89401975373ffff,8a4019753727fff,8b4019753725fff,8c40197537251ff,8041fffffffffff,,13800010624
625,1,116.3752,39.9963,50,8831aa572dfffff,8931aa572c7ffff,8a31aa572c6ffff,8b31aa572c6bfff,8c31aa572c6b3ff,8031fffffffffff,,13800010625
626,1,117.0062,36.6328,49,883199759bfffff,893199759b7ffff,8a3199759b6ffff,8b3199759b45fff,8c3199759b6e5ff,8031fffffffffff,,13800010626
627,1,116.4428,39.9223,49,8831aa55a3fffff,8931aa55a23ffff,8a31aa55a207fff,8b31aa55a201fff,8c31aa55a201dff,8031fffffffffff,,13800010627
628,1,116.4724,39.8933,49,8831aa4711fffff,8931aa47113ffff,8a31aa471137fff,8b31aa471135fff,8c31aa4711351ff,8031fffffffffff,,13800010628
629,1,116.3138,39.9608,49,8831aa51d3fffff,8931aa51d37ffff,8a31aa51d367fff,8b31aa51d363fff,8c31aa51d363dff,8031fffffffffff,,13800010629
630,1,116.4365,39.974,49,8831aa5423fffff,8931aa5423bffff,8a31aa5423a7fff,8b31aa5423a2fff,8c31aa5423a27ff,8031fffffffffff,,13800010630
631,1,116.5208,40.0258,49,8831aa5691fffff,8931aa56903ffff,8a31aa569007fff,8b31aa569002fff,8c31aa569002bff,8031fffffffffff,,13800010631
632,1,116.3545,39.8996,49,8831aa4237fffff,8931aa4236fffff,8a31aa4236effff,8b31aa4236eefff,8c31aa4236ec5ff,8031fffffffffff,,13800010632
633,1,117.0911,36.6956,49,883199284dfffff,893199284d7ffff,8a3199284d57fff,8b3199284d54fff,8c3199284d54bff,8031fffffffffff,,13800010633
634,1,116.604,40.0877,48,8831aa1887fffff,8931aa18877ffff,8a31aa18875ffff,8b31aa18875dfff,8c31aa18875d1ff,8031fffffffffff,,13800010634
635,1,116.4554,39.92,48,8831aa55b7fffff,8931aa55b73ffff,8a31aa55b737fff,8b31aa55b736fff,8c31aa55b730dff,8031fffffffffff,,13800010635
636,1,116.5571,40.0352,48,8831aa19b7fffff,8931aa19b63ffff,8a31aa19b637fff,8b31aa19b614fff,8c31aa19b6327ff,8031fffffffffff,,13800010636
637,1,116.3624,40.018,48,8831aa5297fffff,8931aa5296fffff,8a31aa5296c7fff,8b31aa5296c6fff,8c31aa5296c65ff,8031fffffffffff,,13800010637
638,1,116.4303,39.9874,48,8831aa5463fffff,8931aa5462bffff,8a31aa54628ffff,8b31aa54628afff,8c31aa54628a5ff,8031fffffffffff,,13800010638
639,1,116.322,39.9184,48,8831aa4267fffff,8931aa42663ffff,8a31aa42660ffff,8b31aa426601fff,8c31aa4266013ff,8031fffffffffff,,13800010639
640,1,116.5472,40.0305,48,8831aa0b4bfffff,8931aa0b4bbffff,8a31aa0b4b87fff,8b31aa0b4b86fff,8c31aa0b4b865ff,8031fffffffffff,,13800010640
641,1,116.5583,40.0354,48,8831aa19b7fffff,8931aa19b63ffff,8a31aa19b607fff,8b31aa19b600fff,8c31aa19b600dff,8031fffffffffff,,13800010641
642,1,116.4737,39.877,48,8831aa446dfffff,8931aa446d3ffff,8a31aa446d1ffff,8b31aa446d18fff,8c31aa446d18dff,8031fffffffffff,,13800010642
643,1,116.3125,39.9908,48,8831aa5017fffff,8931aa50177ffff,8a31aa501767fff,8b31aa501765fff,8c31aa501765dff,8031fffffffffff,,13800010643
644,1,116.3164,39.9658,48,8831aa51dbfffff,8931aa50e6bffff,8a31aa51da6ffff,8b31aa50e69afff,8c31aa50e69a5ff,8031fffffffffff,,13800010644
645,1,119.9559,31.8226,47,88309c45e3fffff,89309c45e23ffff,8a309c45e20ffff,8b309c45e209fff,8c309c45e2091ff,8031fffffffffff,,13800010645
646,1,116.3785,40.0121,47,8831aa576bfffff,8931aa576afffff,8a31aa576adffff,8b31aa576ad8fff,8c31aa576ad89ff,8031fffffffffff,,13800010646
647,1,116.4467,39.8949,46,8831aa470dfffff,8931aa470d7ffff,8a31aa470d4ffff,8b31aa470d4efff,8c31aa470d4e7ff,8031fffffffffff,,13800010647
648,1,116.3227,39.9858,46,8831aa50c5fffff,8931aa50c4bffff,8a31aa50c497fff,8b31aa50c493fff,8c31aa50c49edff,8031fffffffffff,,13800010648
649,1,116.3182,39.8982,46,8831aa4319fffff,8931aa43187ffff,8a31aa43185ffff,8b31aa431858fff,8c31aa43185d5ff,8031fffffffffff,,13800010649
650,1,116.3856,39.9796,46,8831aa5541fffff,8931aa55413ffff,8a31aa554127fff,8b31aa554123fff,8c31aa554123dff,8031fffffffffff,,13800010650
651,1,116.5956,40.0566,46,8831aa0a41fffff,8931aa0a40fffff,8a31aa0a40d7fff,8b31aa0a40d5fff,8c31aa0a40d59ff,8031fffffffffff,,13800010651
652,1,112.9727,28.2291,46,88418900a5fffff,89418900a5bffff,8a418900a5affff,8b418900a5aafff,8c418900a5aabff,8041fffffffffff,,13800010652
653,1,116.2892,39.8865,46,8831aa4305fffff,8931aa43047ffff,8a31aa43044ffff,8b31aa43044afff,8c31aa43044abff,8031fffffffffff,,13800010653
654,1,116.5021,40.0036,46,8831aa56b5fffff,8931aa56b47ffff,8a31aa56b45ffff,8b31aa56b451fff,8c31aa56b4513ff,8031fffffffffff,,13800010654
655,1,120.0823,30.2643,46,88309a5197fffff,89309a51977ffff,8a309a519747fff,8b309a519742fff,8c309a5197429ff,8031fffffffffff,,13800010655
656,1,116.5834,40.0474,46,8831aa0a69fffff,8931aa0a6bbffff,8a31aa0a6bb7fff,8b31aa0a6bb2fff,8c31aa0a6bb67ff,8031fffffffffff,,13800010656
657,1,116.4435,39.9098,45,8831aa4741fffff,8931aa47413ffff,8a31aa47410ffff,8b31aa474109fff,8c31aa47410d7ff,8031fffffffffff,,13800010657
658,1,116.3357,39.9921,45,8831aa50c1fffff,8931aa50c3bffff,8a31aa50c3b7fff,8b31aa50c3b6fff,8c31aa50c3b69ff,8031fffffffffff,,13800010658
659,1,116.2882,39.9167,45,8831aa4349fffff,8931aa43487ffff,8a31aa43486ffff,8b31aa43486bfff,8c31aa43486b3ff,8031fffffffffff,,13800010659
660,1,116.5353,40.0242,45,8831aa0b45fffff,8931aa0b453ffff,8a31aa0b4527fff,8b31aa0b4523fff,8c31aa0b45231ff,8031fffffffffff,,13800010660
661,1,116.621,40.0482,45,8831aa0a1dfffff,8931aa0a1d7ffff,8a31aa0a1d67fff,8b31aa0a1d65fff,8c31aa0a1d651ff,8031fffffffffff,,13800010661
662,1,116.3728,39.9764,45,8831aa5093fffff,8931aa50937ffff,8a31aa509377fff,8b31aa509373fff,8c31aa5093737ff,8031fffffffffff,,13800010662
663,1,116.4812,39.9814,45,8831aa54e9fffff,8931aa54e87ffff,8a31aa54e85ffff,8b31aa54e85bfff,8c31aa54e85bbff,8031fffffffffff,,13800010663
664,1,116.452,39.8673,45,8831aa4735fffff,8931aa47343ffff,8a31aa4734affff,8b31aa4734adfff,8c31aa4734ad9ff,8031fffffffffff,,13800010664
665,1,116.5968,40.0476,45,8831aa0a0dfffff,8931aa0a0d7ffff,8a31aa0a0d77fff,8b31aa0a0d70fff,8c31aa0a0d709ff,8031fffffffffff,,13800010665
666,1,130.281,47.3217,45,88149caea7fffff,89149caea7bffff,8a149caea787fff,8b149caea784fff,8c149caea7847ff,8015fffffffffff,,13800010666
667,1,116.4555,39.8646,45,8831aa454bfffff,8931aa454b7ffff,8a31aa454b67fff,8b31aa454b61fff,8c31aa454b611ff,8031fffffffffff,,13800010667
668,1,108.7728,34.4392,45,88408ab331fffff,89408ab3317ffff,8a408ab33147fff,8b408ab33146fff,8c408ab331467ff,8041fffffffffff,,13800010668
669,1,116.3625,39.9835,44,8831aa5099fffff,8931aa50983ffff,8a31aa509817fff,8b31aa509814fff,8c31aa5098147ff,8031fffffffffff,,13800010669
670,1,116.4869,39.9169,44,8831aa4629fffff,8931aa46293ffff,8a31aa462907fff,8b31aa462906fff,8c31aa462906bff,8031fffffffffff,,13800010670
671,1,116.3334,39.9425,44,8831aa4241fffff,8931aa4241bffff,8a31aa42418ffff,8b31aa424188fff,8c31aa424188bff,8031fffffffffff,,13800010671
672,1,116.3187,39.9425,44,8831aa5193fffff,8931aa51933ffff,8a31aa519307fff,8b31aa519302fff,8c31aa5193025ff,8031fffffffffff,,13800010672
673,1,116.4639,39.8747,44,8831aa4731fffff,8931aa47307ffff,8a31aa473a97fff,8b31aa473a92fff,8c31aa473a92dff,8031fffffffffff,,13800010673
674,1,116.476,39.971,44,8831aa54e7fffff,8931aa54e73ffff,8a31aa54e737fff,8b31aa54e730fff,8c31aa54e730bff,8031fffffffffff,,13800010674
675,1,116.3128,39.908,44,8831aa4353fffff,8931aa43533ffff,8a31aa43531ffff,8b31aa43531efff,8c31aa43531e9ff,8031fffffffffff,,13800010675
676,1,116.4444,39.9596,44,8831aa55c1fffff,8931aa55c07ffff,8a31aa55c067fff,8b31aa55c061fff,8c31aa55c0617ff,8031fffffffffff,,13800010676
677,1,116.2801,39.9034,44,8831aa4345fffff,8931aa43447ffff,8a31aa43445ffff,8b31aa43445dfff,8c31aa43445d7ff,8031fffffffffff,,13800010677
678,1,116.323,39.9227,44,8831aa4261fffff,8931aa4260fffff,8a31aa4260cffff,8b31aa4260cafff,8c31aa4260ca1ff,8031fffffffffff,,13800010678
679,1,116.4544,39.9901,43,8831aa5403fffff,8931aa54023ffff,8a31aa540207fff,8b31aa540200fff,8c31aa5402007ff,8031fffffffffff,,13800010679
680,1,116.443,39.8708,43,8831aa4723fffff,8931aa4723bffff,8a31aa47238ffff,8b31aa472388fff,8c31aa472388bff,8031fffffffffff,,13800010680
681,1,116.3647,40.0306,43,8831aa5291fffff,8931aa52917ffff,8a31aa52916ffff,8b31aa52916bfff,8c31aa52916b1ff,8031fffffffffff,,13800010681
682,1,116.3653,39.9683,43,8831aa5097fffff,8931aa50963ffff,8a31aa5096e7fff,8b31aa5096e4fff,8c31aa5096e4dff,8031fffffffffff,,13800010682
683,1,116.2897,39.9292,43,8831aa51bdfffff,8931aa51bc3ffff,8a31aa51bc37fff,8b31aa51bc35fff,8c31aa51bc351ff,8031fffffffffff,,13800010683
684,1,116.3838,39.9677,42,8831aa5547fffff,8931aa5547bffff,8a31aa55479ffff,8b31aa55479afff,8c31aa55479a3ff,8031fffffffffff,,13800010684
685,1,116.4257,39.8624,42,8831aa4099fffff,8931aa40987ffff,8a31aa40985ffff,8b31aa40985afff,8c31aa40985a7ff,8031fffffffffff,,13800010685
686,1,116.3605,40.0201,42,8831aa5297fffff,8931aa52963ffff,8a31aa529617fff,8b31aa529614fff,8c31aa5296145ff,8031fffffffffff,,13800010686
687,1,106.494,29.5414,42,884019752dfffff,894019752d3ffff,8a4019752d0ffff,8b4019752d08fff,8c4019752d087ff,8041fffffffffff,,13800010687
688,1,116.4695,39.878,42,8831aa473bfffff,8931aa473a7ffff,8a31aa473a77fff,8b31aa473a73fff,8c31aa473a735ff,8031fffffffffff,,13800010688
689,1,126.5738,43.8439,42,8831700327fffff,8931700326bffff,8a31700326b7fff,8b317003279bfff,8c317003279b7ff,8031fffffffffff,,13800010689
690,1,116.4443,39.9086,41,8831aa4741fffff,8931aa47403ffff,8a31aa47402ffff,8b31aa47402cfff,8c31aa47402c3ff,8031fffffffffff,,13800010690
691,1,116.2858,39.8767,41,8831aa432bfffff,8931aa432afffff,8a31aa432ad7fff,8b31aa432ad0fff,8c31aa432ad03ff,8031fffffffffff,,13800010691
692,1,116.4267,39.95,41,8831aa55e9fffff,8931aa55e83ffff,8a31aa55e82ffff,8b31aa55e82efff,8c31aa55e82e9ff,8031fffffffffff,,13800010692
693,1,116.4291,39.917,41,8831aa55a5fffff,8931aa55a4fffff,8a31aa55a4cffff,8b31aa55a4cefff,8c31aa55a4ce5ff,8031fffffffffff,,13800010693
694,1,116.3659,39.9956,40,8831aa572dfffff,8931aa572dbffff,8a31aa572d97fff,8b31aa572d96fff,8c31aa572d969ff,8031fffffffffff,,13800010694
695,1,116.3918,39.8554,40,8831aa4085fffff,8931aa40853ffff,8a31aa408527fff,8b31aa408520fff,8c31aa4085207ff,8031fffffffffff,,13800010695
696,1,116.3797,39.9841,40,8831aa5727fffff,8931aa5726fffff,8a31aa5726c7fff,8b31aa5726c4fff,8c31aa5726c41ff,8031fffffffffff,,13800010696
697,1,116.4907,39.9687,40,8831aa5485fffff,8931aa5484bffff,8a31aa5484a7fff,8b31aa5484a2fff,8c31aa5484a2dff,8031fffffffffff,,13800010697
698,1,116.4133,40.011,40,8831aa5711fffff,8931aa5711bffff,8a31aa5711affff,8b31aa5711a8fff,8c31aa5711a81ff,8031fffffffffff,,13800010698
699,1,130.2735,47.2988,40,88149cac39fffff,89149cac397ffff,8a149cac394ffff,8b149cac394efff,8c149cac394ebff,8015fffffffffff,,13800010699
700,1,116.3178,39.9565,40,8831aa50a5fffff,8931aa50a53ffff,8a31aa50a51ffff,8b31aa50a51efff,8c31aa50a51e5ff,8031fffffffffff,,13800010700
701,1,116.5069,39.917,40,8831aa4607fffff,8931aa46067ffff,8a31aa460647fff,8b31aa460645fff,8c31aa4606451ff,8031fffffffffff,,13800010701
702,1,116.42,39.9998,40,8831aa5469fffff,8931aa5469bffff,8a31aa54699ffff,8b31aa54699cfff,8c31aa54699cdff,8031fffffffffff,,13800010702
703,1,116.3563,39.9842,40,8831aa50d7fffff,8931aa50d6fffff,8a31aa50d6f7fff,8b31aa50d6f3fff,8c31aa50d6f39ff,8031fffffffffff,,13800010703
704,1,113.9387,22.5125,40,88411ca1b9fffff,89411ca1b97ffff,8a411ca1b95ffff,8b411ca1b95afff,8c411ca1b95a9ff,8041fffffffffff,,13800010704
705,1,114.5326,38.0344,40,88319c9117fffff,89319c9117bffff,8a319c91179ffff,8b319c911798fff,8c319c91179b9ff,8031fffffffffff,,13800010705
706,1,116.2828,39.8693,40,8831aa4327fffff,8931aa4322bffff,8a31aa432297fff,8b31aa432290fff,8c31aa4322907ff,8031fffffffffff,,13800010706
707,1,116.3528,39.8944,39,8831aa405dfffff,8931aa405c3ffff,8a31aa405c27fff,8b31aa405c04fff,8c31aa405c049ff,8031fffffffffff,,13800010707
708,1,116.3935,39.8836,39,8831aa40c9fffff,8931aa40c97ffff,8a31aa40c947fff,8b31aa40c940fff,8c31aa40c9407ff,8031fffffffffff,,13800010708
709,1,116.3514,40.0321,39,8831aa529dfffff,8931aa529d3ffff,8a31aa529d17fff,8b31aa529d10fff,8c31aa529d105ff,8031fffffffffff,,13800010709
710,1,116.3659,39.982,39,8831aa5099fffff,8931aa5098fffff,8a31aa5098effff,8b31aa5098e8fff,8c31aa5098e87ff,8031fffffffffff,,13800010710
711,1,116.5471,39.914,39,8831aa46c7fffff,8931aa46c6bffff,8a31aa46c687fff,8b31aa46c685fff,8c31aa46c6857ff,8031fffffffffff,,13800010711
712,1,116.4145,39.9982,39,8831aa546dfffff,8931aa546d3ffff,8a31aa546d07fff,8b31aa546d06fff,8c31aa546d069ff,8031fffffffffff,,13800010712
713,1,116.3274,39.9961,39,8831aa50cdfffff,8931aa50cc7ffff,8a31aa50cc57fff,8b31aa50cc55fff,8c31aa50cc555ff,8031fffffffffff,,13800010713
714,1,116.6035,39.9177,39,8831aa09a3fffff,8931aa09a2fffff,8a31aa09a2cffff,8b31aa09a2cefff,8c31aa09a2cebff,8031fffffffffff,,13800010714
715,1,116.2858,39.9532,39,8831aa51c7fffff,8931aa51c67ffff,8a31aa51c66ffff,8b31aa51c66afff,8c31aa51c64c9ff,8031fffffffffff,,13800010715
716,1,116.342,40.0587,39,8831aacd31fffff,8931aacd30bffff,8a31aacd309ffff,8b31aacd309efff,8c31aacd309e5ff,8031fffffffffff,,13800010716
717,1,116.4028,39.8655,39,8831aa4089fffff,8931aa40897ffff,8a31aa408867fff,8b31aa408864fff,8c31aa4088645ff,8031fffffffffff,,13800010717
718,1,118.1319,39.6279,39,88318d8301fffff,89318d83017ffff,8a318d83014ffff,8b318d830149fff,8c318d830149dff,8031fffffffffff,,13800010718
719,1,119.5638,39.9671,38,883030521dfffff,893030521cbffff,8a3030521cb7fff,8b3030521cb0fff,8c3030521cb09ff,8031fffffffffff,,13800010719
720,1,116.3009,39.9441,38,8831aa519dfffff,8931aa51837ffff,8a31aa51836ffff,8b31aa51836dfff,8c31aa51836d1ff,8031fffffffffff,,13800010720
721,1,116.3843,39.9588,38,8831aa5563fffff,8931aa550cbffff,8a31aa550c97fff,8b31aa550c90fff,8c31aa550c947ff,8031fffffffffff,,13800010721
722,1,116.4543,39.9541,38,8831aa55d5fffff,8931aa55d5bffff,8a31aa55d5affff,8b31aa55d5abfff,8c31aa55d5ab3ff,8031fffffffffff,,13800010722
723,1,116.2771,39.8745,38,8831aa4321fffff,8931aa43203ffff,8a31aa432017fff,8b31aa432010fff,8c31aa4320109ff,8031fffffffffff,,13800010723
724,1,116.4272,39.9022,38,8831aa4293fffff,8931aa4292bffff,8a31aa42928ffff,8b31aa42928afff,8c31aa42928bdff,8031fffffffffff,,13800010724
725,1,116.4917,39.9271,38,8831aa460dfffff,8931aa460dbffff,8a31aa460da7fff,8b31aa460da2fff,8c31aa460da27ff,8031fffffffffff,,13800010725
726,1,116.4266,39.9149,38,8831aa429bfffff,8931aa429b3ffff,8a31aa429b07fff,8b31aa429b00fff,8c31aa429b007ff,8031fffffffffff,,13800010726
727,1,116.382,39.8774,37,8831aa40cdfffff,8931aa40cdbffff,8a31aa40cdaffff,8b31aa40cda8fff,8c31aa40cda89ff,8031fffffffffff,,13800010727
728,1,116.3294,39.9797,37,8831aa508dfffff,8931aa508dbffff,8a31aa508db7fff,8b31aa508db1fff,8c31aa508db15ff,8031fffffffffff,,13800010728
729,1,116.4154,39.9629,37,8831aa5519fffff,8931aa5518bffff,8a31aa55189ffff,8b31aa55189efff,8c31aa55189ebff,8031fffffffffff,,13800010729
730,1,116.4575,39.9156,37,8831aa55b7fffff,8931aa55b6bffff,8a31aa55b6affff,8b31aa55b6a9fff,8c31aa55b61a5ff,8031fffffffffff,,13800010730
731,1,116.3644,39.9618,37,8831aa556dfffff,8931aa556c3ffff,8a31aa556c07fff,8b31aa556c02fff,8c31aa556c029ff,8031fffffffffff,,13800010731
732,1,116.427,39.9397,37,8831aa55e1fffff,8931aa55e0fffff,8a31aa55e0f7fff,8b31aa55e0f1fff,8c31aa55e0f11ff,8031fffffffffff,,13800010732
733,1,116.4519,39.9148,37,8831aa474bfffff,8931aa474b7ffff,8a31aa474b77fff,8b31aa474b73fff,8c31aa474b733ff,8031fffffffffff,,13800010733
734,1,116.4113,39.8568,37,8831aa4083fffff,8931aa40837ffff,8a31aa40834ffff,8b31aa40834dfff,8c31aa40834ddff,8031fffffffffff,,13800010734
735,1,116.4325,39.8701,37,8831aa4725fffff,8931aa47257ffff,8a31aa47255ffff,8b31aa472559fff,8c31aa4725591ff,8031fffffffffff,,13800010735
736,1,116.6192,40.0328,37,8831aa0a3bfffff,8931aa0a3b3ffff,8a31aa0a3b2ffff,8b31aa0a3b28fff,8c31aa0a3b287ff,8031fffffffffff,,13800010736
737,1,116.3276,39.9013,37,8831aa4227fffff,8931aa4227bffff,8a31aa42278ffff,8b31aa42278cfff,8c31aa42278c7ff,8031fffffffffff,,13800010737
738,1,116.5946,39.9143,37,8831aa09a7fffff,8931aa09a6fffff,8a31aa09a61ffff,8b31aa09a61bfff,8c31aa09a61bbff,8031fffffffffff,,13800010738
739,1,116.3022,39.9851,36,8831aa503bfffff,8931aa503b3ffff,8a31aa503b2ffff,8b31aa503b2efff,8c31aa503b2e5ff,8031fffffffffff,,13800010739
740,1,116.4629,39.9894,36,8831aa5415fffff,8931aa54157ffff,8a31aa541557fff,8b31aa541550fff,8c31aa5415505ff,8031fffffffffff,,13800010740
741,1,116.3167,39.8691,36,8831aa4065fffff,8931aa40643ffff,8a31aa40641ffff,8b31aa40641dfff,8c31aa40641d1ff,8031fffffffffff,,13800010741
742,1,116.4964,39.9219,36,8831aa4605fffff,8931aa46057ffff,8a31aa460577fff,8b31aa460576fff,8c31aa4605763ff,8031fffffffffff,,13800010742
743,1,116.4497,39.8853,36,8831aa4707fffff,8931aa47073ffff,8a31aa470717fff,8b31aa470714fff,8c31aa470714bff,8031fffffffffff,,13800010743
744,1,116.3563,39.9521,36,8831aa4259fffff,8931aa42593ffff,8a31aa425907fff,8b31aa425902fff,8c31aa4259029ff,8031fffffffffff,,13800010744
745,1,116.4951,39.908,36,8831aa4623fffff,8931aa46233ffff,8a31aa462327fff,8b31aa462320fff,8c31aa4623201ff,8031fffffffffff,,13800010745
746,1,116.3539,40.0471,36,8831aa52d1fffff,8931aa52d17ffff,8a31aa52d157fff,8b31aa52d154fff,8c31aa52d1543ff,8031fffffffffff,,13800010746
747,1,117.3113,31.7456,36,8830962dddfffff,8930962ddc3ffff,8a30962ddc27fff,8b30962ddc24fff,8c30962ddc245ff,8041fffffffffff,,13800010747
748,1,116.4236,39.8795,35,8831aa40dbfffff,8931aa40db7ffff,8a31aa40db5ffff,8b31aa40db5afff,8c31aa40db5a5ff,8031fffffffffff,,13800010748
749,1,116.6167,39.9206,35,8831aa09b1fffff,8931aa09b0fffff,8a31aa09b0f7fff,8b31aa09b0f0fff,8c31aa09b0f01ff,8031fffffffffff,,13800010749
